"Concatenated","relaxed.arboreal","toepads"
"Eremiascincus_douglasi","0",0
"Eremiascincus_isolepis","0",0
"Eublepharis_macularius","0",0
"Eublepharis_turcmenicus","0",0
"Eugongylus_albofasciolatus","0",0
"Eugongylus_rufescens","0",0
"Eulamprus_heatwolei","0",0
"Eulamprus_kosciuskoi","0",0
"Eulamprus_leuraensis","0",0
"Eulamprus_quoyii","0",0
"Eulamprus_tympanum","1",0
"Euleptes_europaea","1",1
"Eumeces_algeriensis","0",0
"Eumeces_schneideri","0",0
"Eurolophosaurus_amathites","0",0
"Eurolophosaurus_divaricatus","0",0
"Eurolophosaurus_nanuzae","0",0
"Eurydactylodes_agricolae","1",1
"Eurydactylodes_occidentalis","1",1
"Eurydactylodes_symmetricus","1",1
"Eurydactylodes_vieillardi","1",1
"Eutropis_beddomei","0",0
"Eutropis_clivicola","0",0
"Eutropis_cumingi","0",0
"Eutropis_longicaudata","0",0
"Eutropis_multicarinata","0",0
"Eutropis_multifasciata","0",0
"Eutropis_nagarjunensis","0",0
"Eutropis_rudis","0",0
"Eutropis_trivittata","0",0
"Exila_nigropalmata","1",0
"Flexiseps_mandokava","0",0
"Flexiseps_melanurus","0",0
"Furcifer_angeli","1",0
"Furcifer_antimena","0",0
"Furcifer_balteatus","1",0
"Furcifer_belalandaensis","1",0
"Furcifer_bifidus","1",0
"Furcifer_campani","0",0
"Furcifer_cephalolepis","1",0
"Furcifer_labordi","1",0
"Furcifer_lateralis","1",0
"Furcifer_minor","1",0
"Furcifer_oustaleti","1",0
"Furcifer_pardalis","1",0
"Furcifer_petteri","1",0
"Furcifer_polleni","1",0
"Furcifer_verrucosus","1",0
"Furcifer_willsii","1",0
"Gallotia_atlantica","0",0
"Gallotia_bravoana","0",0
"Gallotia_caesaris","0",0
"Gallotia_galloti","0",0
"Gallotia_intermedia","0",0
"Gallotia_simonyi","0",0
"Gallotia_stehlini","0",0
"Gambelia_copeii","0",0
"Gambelia_sila","0",0
"Gambelia_wislizenii","0",0
"Garthia_gaudichaudii","0",0
"Gastropholis_prasina","1",0
"Gastropholis_vittata","1",0
"Geckolepis_maculata","1",1
"Geckolepis_typica","1",1
"Gehyra_australis","1",1
"Gehyra_baliola","1",1
"Gehyra_barea","1",1
"Gehyra_borroloola","0",1
"Gehyra_brevipalmata","1",1
"Gehyra_catenata","1",1
"Gehyra_dubia","1",1
"Gehyra_fehlmanni","0",1
"Gehyra_koira","0",1
"Gehyra_lacerata","1",1
"Gehyra_membranacruralis","1",1
"Gehyra_minuta","0",1
"Gehyra_montium","0",1
"Gehyra_mutilata","1",1
"Gehyra_nana","0",1
"Gehyra_occidentalis","0",1
"Gehyra_oceanica","1",1
"Gehyra_pamela","0",1
"Gehyra_pilbara","1",1
"Gehyra_punctata","0",1
"Gehyra_purpurascens","1",1
"Gehyra_robusta","0",1
"Gehyra_variegata","1",1
"Gehyra_xenopus","0",1
"Gekko_athymus","1",1
"Gekko_auriverrucosus","1",1
"Gekko_badenii","0",1
"Gekko_chinensis","1",1
"Gekko_crombota","1",1
"Gekko_gecko","1",1
"Gekko_hokouensis","1",1
"Gekko_japonicus","0",1
"Gekko_mindorensis","1",1
"Gekko_monarchus","1",1
"Gekko_petricolus","0",1
"Gekko_romblon","1",1
"Gekko_smithii","1",1
"Gekko_vittatus","1",1
"Gerrhonotus_infernalis","1",0
"Gerrhonotus_liocephalus","1",0
"Gerrhonotus_parvus","0",0
"Gerrhosaurus_flavigularis","0",0
"Gerrhosaurus_multilineatus","0",0
"Gerrhosaurus_nigrolineatus","0",0
"Gerrhosaurus_skoogi","0",0
"Gerrhosaurus_typicus","0",0
"Glaphyromorphus_cracens","0",0
"Glaphyromorphus_fuscicaudis","0",0
"Goggia_lineata","0",1
"Gonatodes_albogularis","1",0
"Gonatodes_alexandermendesi","1",0
"Gonatodes_annularis","1",0
"Gonatodes_antillensis","0",0
"Gonatodes_caudiscutatus","1",0
"Gonatodes_ceciliae","1",0
"Gonatodes_concinnatus","1",0
"Gonatodes_daudini","0",0
"Gonatodes_falconensis","0",0
"Gonatodes_hasemani","1",0
"Gonatodes_humeralis","1",0
"Gonatodes_infernalis","0",0
"Gonatodes_ocellatus","1",0
"Gonatodes_petersi","1",0
"Gonatodes_seigliei","1",0
"Gonatodes_superciliaris","0",0
"Gonatodes_taniae","0",0
"Gonatodes_vittatus","1",0
"Gongylomorphus_bojerii","0",0
"Goniurosaurus_araneus","0",0
"Goniurosaurus_catbaensis","0",0
"Goniurosaurus_kuroiwae","1",0
"Goniurosaurus_lichtenfelderi","0",0
"Goniurosaurus_luii","0",0
"Gonocephalus_chamaeleontinus","1",0
"Gonocephalus_grandis","1",0
"Gonocephalus_kuhlii","1",0
"Gowidon_longirostris","1",0
"Graciliscincus_shonae","0",0
"Gymnophthalmus_cryptus","0",0
"Gymnophthalmus_pleei","0",0
"Gymnophthalmus_underwoodi","0",0
"Gymnophthalmus_vanzoi","0",0
"Haemodracon_riebeckii","1",1
"Hakaria_simonyi","0",0
"Harrisoniascincus_zia","0",0
"Heliobolus_lugubris","0",0
"Heliobolus_spekii","0",0
"Hellenolacerta_graeca","1",0
"Heloderma_horridum","0",0
"Heloderma_suspectum","0",0
"Hemicordylus_capensis","0",0
"Hemicordylus_nebulosus","0",0
"Hemidactylus_aaronbaueri","0",1
"Hemidactylus_agrius","0",1
"Hemidactylus_albofasciatus","0",1
"Hemidactylus_angulatus","1",1
"Hemidactylus_bowringii","1",1
"Hemidactylus_brasilianus","1",1
"Hemidactylus_brookii","1",1
"Hemidactylus_citernii","1",1
"Hemidactylus_depressus","1",1
"Hemidactylus_dracaenacolus","1",1
"Hemidactylus_fasciatus","1",1
"Hemidactylus_flaviviridis","1",1
"Hemidactylus_forbesii","0",1
"Hemidactylus_foudaii","0",1
"Hemidactylus_frenatus","1",1
"Hemidactylus_garnotii","1",1
"Hemidactylus_giganteus","0",1
"Hemidactylus_gracilis","0",1
"Hemidactylus_granti","0",1
"Hemidactylus_greeffii","1",1
"Hemidactylus_homoeolepis","1",1
"Hemidactylus_imbricatus","0",1
"Hemidactylus_karenorum","1",1
"Hemidactylus_lemurinus","0",1
"Hemidactylus_leschenaultii","1",1
"Hemidactylus_longicephalus","0",1
"Hemidactylus_mabouia","1",1
"Hemidactylus_macropholis","1",1
"Hemidactylus_maculatus","0",1
"Hemidactylus_mercatorius","1",1
"Hemidactylus_mindiae","0",1
"Hemidactylus_modestus","0",1
"Hemidactylus_oxyrhinus","0",1
"Hemidactylus_palaichthus","1",1
"Hemidactylus_persicus","1",1
"Hemidactylus_platycephalus","1",1
"Hemidactylus_platyurus","1",1
"Hemidactylus_prashadi","1",1
"Hemidactylus_pumilio","0",1
"Hemidactylus_reticulatus","0",1
"Hemidactylus_robustus","1",1
"Hemidactylus_sataraensis","0",1
"Hemidactylus_triedrus","1",1
"Hemidactylus_turcicus","1",1
"Hemidactylus_yerburii","1",1
"Hemiergis_millewae","0",0
"Hemiphyllodactylus_aurantiacus","0",1
"Hemiphyllodactylus_typus","1",1
"Hemiphyllodactylus_yunnanensis","1",1
"Hemitheconyx_caudicinctus","0",0
"Heremites_auratus","0",0
"Heremites_vittatus","1",0
"Hesperoedura_reticulata","1",1
"Heterodactylus_imbricatus","0",0
"Heteronotia_binoei","1",0
"Heteronotia_planiceps","0",0
"Heteronotia_spelea","0",0
"Holaspis_guentheri","1",0
"Holaspis_laevis","1",0
"Holbrookia_lacerata","0",0
"Holbrookia_maculata","0",0
"Holbrookia_propinqua","0",0
"Holcosus_festivus","0",0
"Holcosus_quadrilineatus","0",0
"Holcosus_undulatus","0",0
"Holodactylus_africanus","0",0
"Homonota_andicola","0",0
"Homonota_borellii","0",0
"Homonota_darwinii","0",0
"Homonota_fasciata","1",0
"Homonota_underwoodi","0",0
"Homopholis_fasciata","1",1
"Homopholis_mulleri","1",1
"Homopholis_walbergii","1",1
"Hoplocercus_spinosus","0",0
"Hoplodactylus_duvaucelii","1",1
"Hydrosaurus_amboinensis","0",0
"Hypsilurus_modestus","1",0
"Iberolacerta_aranica","0",0
"Iberolacerta_aurelioi","0",0
"Iberolacerta_bonnali","0",0
"Iberolacerta_cyreni","0",0
"Iberolacerta_galani","0",0
"Iberolacerta_horvathi","0",0
"Iberolacerta_monticola","0",0
"Ichnotropis_capensis","0",0
"Iguana_delicatissima","1",0
"Iguana_iguana","1",0
"Insulasaurus_arborens","1",0
"Intellagama_lesueurii","0",0
"Iphisa_elegans","0",0
"Iranolacerta_brandtii","0",0
"Iranolacerta_zagrosica","0",0
"Japalura_flaviceps","1",0
"Japalura_polygonata","1",0
"Japalura_splendida","1",0
"Japalura_tricarinata","1",0
"Japalura_variegata","1",0
"Kanakysaurus_viviparus","0",0
"Karusasaurus_jordani","0",0
"Karusasaurus_polyzonus","0",0
"Kentropyx_altamazonica","0",0
"Kentropyx_calcarata","1",0
"Kentropyx_paulensis","0",0
"Kentropyx_pelviceps","1",0
"Kentropyx_striata","1",0
"Kentropyx_vanzoi","0",0
"Kentropyx_viridistriga","0",0
"Kinyongia_adolfifriderici","1",0
"Kinyongia_boehmei","1",0
"Kinyongia_carpenteri","1",0
"Kinyongia_excubitor","1",0
"Kinyongia_fischeri","1",0
"Kinyongia_matschiei","1",0
"Kinyongia_multituberculata","1",0
"Kinyongia_oxyrhina","1",0
"Kinyongia_tavetana","1",0
"Kinyongia_tenuis","1",0
"Kinyongia_uthmoelleri","1",0
"Kinyongia_vosseleri","1",0
"Kinyongia_xenorhina","1",0
"Lacerta_agilis","0",0
"Lacerta_bilineata","0",0
"Lacerta_media","1",0
"Lacerta_schreiberi","0",0
"Lacerta_strigata","0",0
"Lacerta_trilineata","1",0
"Lacerta_viridis","1",0
"Lacertaspis_gemmiventris","1",0
"Lacertaspis_reichenowi","1",0
"Lacertaspis_rohdei","0",0
"Lacertoides_pardalis","0",0
"Laemanctus_longipes","1",0
"Lamprolepis_smaragdina","1",0
"Lampropholis_coggeri","0",0
"Lampropholis_delicata","0",0
"Lampropholis_guichenoti","0",0
"Lampropholis_robertsi","0",0
"Latastia_longicaudata","0",0
"Laudakia_nupta","0",0
"Laudakia_sacra","0",0
"Laudakia_tuberculata","0",0
"Leiocephalus_barahonensis","0",0
"Leiocephalus_carinatus","0",0
"Leiocephalus_personatus","0",0
"Leiocephalus_psammodromus","0",0
"Leiocephalus_raviceps","0",0
"Leiocephalus_schreibersii","0",0
"Leiolepis_guentherpetersi","0",0
"Leiolepis_guttata","0",0
"Leiolepis_reevesii","0",0
"Leiolopisma_telfairii","0",0
"Leiosaurus_bellii","0",0
"Leiosaurus_catamarcensis","0",0
"Leiosaurus_paronae","0",0
"Lepidoblepharis_festae","0",0
"Lepidoblepharis_xanthostigma","0",0
"Lepidodactylus_lugubris","1",1
"Lepidodactylus_moestus","1",1
"Lepidodactylus_novaeguineae","1",1
"Lepidodactylus_orientalis","1",1
"Lepidophyma_cuicateca","0",0
"Lepidophyma_dontomasi","0",0
"Lepidophyma_flavimaculatum","1",0
"Lepidophyma_gaigeae","0",0
"Lepidophyma_lineri","0",0
"Lepidophyma_lipetzi","0",0
"Lepidophyma_lowei","0",0
"Lepidophyma_mayae","0",0
"Lepidophyma_micropholis","0",0
"Lepidophyma_occulor","0",0
"Lepidophyma_pajapanensis","1",0
"Lepidophyma_radula","0",0
"Lepidophyma_reticulatum","0",0
"Lepidophyma_smithii","0",0
"Lepidophyma_sylvaticum","1",0
"Lepidophyma_tuxtlae","1",0
"Lepidothyris_fernandi","0",0
"Leposoma_annectans","0",0
"Leposoma_baturitensis","0",0
"Leposoma_nanodactylus","1",0
"Leposoma_puk","0",0
"Leposoma_scincoides","0",0
"Leptosiaphos_kilimensis","0",0
"Lerista_microtis","0",0
"Lerista_viduata","0",0
"Liburnascincus_coensis","0",0
"Liburnascincus_mundivensis","0",0
"Liburnascincus_scirtetis","0",0
"Liolaemus_abaucan","0",0
"Liolaemus_albiceps","0",0
"Liolaemus_andinus","0",0
"Liolaemus_archeforus","0",0
"Liolaemus_atacamensis","0",0
"Liolaemus_audituvelatus","0",0
"Liolaemus_austromendocinus","0",0
"Liolaemus_azarai","0",0
"Liolaemus_baguali","0",0
"Liolaemus_bellii","0",0
"Liolaemus_bibronii","0",0
"Liolaemus_bitaeniatus","0",0
"Liolaemus_boulengeri","0",0
"Liolaemus_buergeri","0",0
"Liolaemus_calchaqui","1",0
"Liolaemus_canqueli","1",0
"Liolaemus_chacoensis","0",0
"Liolaemus_chaltin","0",0
"Liolaemus_chehuachekenk","0",0
"Liolaemus_chiliensis","1",0
"Liolaemus_coeruleus","0",0
"Liolaemus_crepuscularis","1",0
"Liolaemus_curicensis","1",0
"Liolaemus_cuyanus","0",0
"Liolaemus_cyanogaster","1",0
"Liolaemus_darwinii","0",0
"Liolaemus_dorbignyi","0",0
"Liolaemus_elongatus","0",0
"Liolaemus_escarchadosi","0",0
"Liolaemus_espinozai","0",0
"Liolaemus_fabiani","0",0
"Liolaemus_fitzingerii","0",0
"Liolaemus_fuscus","0",0
"Liolaemus_gallardoi","0",0
"Liolaemus_gracilis","0",0
"Liolaemus_gravenhorstii","1",0
"Liolaemus_grosseorum","0",0
"Liolaemus_hatcheri","0",0
"Liolaemus_heliodermis","0",0
"Liolaemus_hermannunezi","0",0
"Liolaemus_huacahuasicus","0",0
"Liolaemus_inacayali","0",0
"Liolaemus_irregularis","0",0
"Liolaemus_kingii","0",0
"Liolaemus_kolengh","0",0
"Liolaemus_koslowskyi","0",0
"Liolaemus_kriegi","0",0
"Liolaemus_laurenti","0",0
"Liolaemus_lemniscatus","0",0
"Liolaemus_leopardinus","0",0
"Liolaemus_lineomaculatus","0",0
"Liolaemus_lutzae","0",0
"Liolaemus_magellanicus","0",0
"Liolaemus_melanops","0",0
"Liolaemus_molinai","0",0
"Liolaemus_monticola","0",0
"Liolaemus_morenoi","0",0
"Liolaemus_multicolor","0",0
"Liolaemus_multimaculatus","0",0
"Liolaemus_nigromaculatus","0",0
"Liolaemus_nigroviridis","0",0
"Liolaemus_nitidus","0",0
"Liolaemus_occipitalis","0",0
"Liolaemus_olongasta","0",0
"Liolaemus_ornatus","0",0
"Liolaemus_pagaburoi","0",0
"Liolaemus_paulinae","1",0
"Liolaemus_petrophilus","0",0
"Liolaemus_pictus","1",0
"Liolaemus_platei","0",0
"Liolaemus_pseudoanomalus","0",0
"Liolaemus_pseudolemniscatus","0",0
"Liolaemus_puna","0",0
"Liolaemus_quilmes","0",0
"Liolaemus_ramirezae","0",0
"Liolaemus_riojanus","0",0
"Liolaemus_robertmertensi","0",0
"Liolaemus_rothi","0",0
"Liolaemus_ruibali","0",0
"Liolaemus_salinicola","0",0
"Liolaemus_sarmientoi","0",0
"Liolaemus_saxatilis","0",0
"Liolaemus_scapularis","0",0
"Liolaemus_schroederi","1",0
"Liolaemus_scolaroi","0",0
"Liolaemus_stolzmanni","0",0
"Liolaemus_tari","0",0
"Liolaemus_tenuis","1",0
"Liolaemus_umbrifer","0",0
"Liolaemus_uptoni","0",0
"Liolaemus_uspallatensis","0",0
"Liolaemus_wiegmannii","0",0
"Liolaemus_xanthoviridis","0",0
"Liolaemus_zapallarensis","0",0
"Liolaemus_zullyae","0",0
"Liopholis_margaretae","0",0
"Liopholis_modesta","0",0
"Liopholis_whitii","0",0
"Lioscincus_steindachneri","0",0
"Lioscincus_vivae","0",0
"Lipinia_noctua","1",0
"Lipinia_pulchella","1",0
"Lipinia_vittigera","1",0
"Lissolepis_luctuosa","0",0
"Lophognathus_gilberti","1",0
"Lophosaurus_boydii","1",0
"Lophosaurus_dilophus","1",0
"Lophosaurus_spinipes","1",0
"Loxopholis_guianense","0",0
"Loxopholis_osvaldoi","0",0
"Loxopholis_parietalis","0",0
"Loxopholis_percarinatum","0",0
"Lucasium_alboguttatum","0",1
"Lucasium_byrnei","0",1
"Lucasium_damaeum","0",0
"Lucasium_immaculatum","0",1
"Lucasium_maini","0",1
"Lucasium_squarrosum","0",1
"Lucasium_steindachneri","0",1
"Lucasium_stenodactylum","0",1
"Lucasium_wombeyi","0",1
"Luperosaurus_joloensis","1",1
"Luperosaurus_macgregori","1",1
"Lygisaurus_abscondita","0",0
"Lygisaurus_aeratus","0",0
"Lygisaurus_foliorum","0",0
"Lygisaurus_laevis","0",0
"Lygisaurus_macfarlani","0",0
"Lygisaurus_malleolus","0",0
"Lygisaurus_novaeguineae","0",0
"Lygisaurus_parrhasius","0",0
"Lygisaurus_sesbrauna","0",0
"Lygisaurus_tanneri","0",0
"Lygodactylus_angularis","1",1
"Lygodactylus_arnoulti","0",1
"Lygodactylus_blancae","1",1
"Lygodactylus_bradfieldi","1",1
"Lygodactylus_capensis","1",1
"Lygodactylus_chobiensis","1",1
"Lygodactylus_conraui","1",1
"Lygodactylus_expectatus","1",1
"Lygodactylus_gravis","1",1
"Lygodactylus_guibei","1",1
"Lygodactylus_gutturalis","1",1
"Lygodactylus_heterurus","1",1
"Lygodactylus_keniensis","1",1
"Lygodactylus_kimhowelli","1",1
"Lygodactylus_klugei","1",1
"Lygodactylus_luteopicturatus","1",1
"Lygodactylus_madagascariensis","1",1
"Lygodactylus_miops","1",1
"Lygodactylus_mirabilis","0",1
"Lygodactylus_montanus","0",1
"Lygodactylus_pauliani","0",1
"Lygodactylus_picturatus","1",1
"Lygodactylus_pictus","1",1
"Lygodactylus_rarus","0",1
"Lygodactylus_stevensoni","0",1
"Lygodactylus_thomensis","1",1
"Lygodactylus_tolampyae","1",1
"Lygodactylus_tuberosus","1",1
"Lygodactylus_verticillatus","1",1
"Lygodactylus_williamsi","1",1
"Lyriocephalus_scutatus","1",0
"Mabuya_mabouya","1",0
"Madascincus_igneocaudatus","0",0
"Madascincus_melanopleura","0",0
"Madascincus_mouroundavae","0",0
"Madascincus_polleni","0",0
"Malayodracon_robinsonii","1",0
"Manciola_guaporicola","0",0
"Mantheyus_phuwuanensis","1",0
"Marisora_unimarginata","1",0
"Marmorosphax_montana","0",0
"Marmorosphax_tricolor","0",0
"Matoatoa_brevipes","1",1
"Matobosaurus_validus","0",0
"Mediodactylus_heterocercus","0",0
"Mediodactylus_heteropholis","0",0
"Mediodactylus_kotschyi","1",0
"Mediodactylus_russowii","1",0
"Mediodactylus_sagittifer","1",0
"Mediodactylus_spinicauda","0",0
"Menetia_alanae","0",0
"Menetia_greyii","0",0
"Meroles_anchietae","0",0
"Meroles_ctenodactylus","0",0
"Meroles_cuneirostris","0",0
"Meroles_knoxii","0",0
"Meroles_micropholidotus","0",0
"Meroles_reticulatus","0",0
"Meroles_squamulosus","0",0
"Meroles_suborbitalis","0",0
"Mesalina_adramitana","0",0
"Mesalina_bahaeldini","0",0
"Mesalina_balfouri","0",0
"Mesalina_brevirostris","0",0
"Mesalina_guttulata","0",0
"Mesalina_olivieri","0",0
"Mesalina_rubropunctata","0",0
"Mesaspis_gadovii","1",0
"Mesaspis_moreletii","0",0
"Mesoscincus_managuae","1",0
"Mesoscincus_schwartzei","0",0
"Micrablepharus_atticolus","0",0
"Microgecko_helenae","0",0
"Microlophus_albemarlensis","0",0
"Microlophus_atacamensis","0",0
"Microlophus_bivittatus","0",0
"Microlophus_delanonis","1",0
"Microlophus_duncanensis","0",0
"Microlophus_grayii","0",0
"Microlophus_habelii","0",0
"Microlophus_heterolepis","0",0
"Microlophus_koepckeorum","0",0
"Microlophus_occipitalis","1",0
"Microlophus_pacificus","0",0
"Microlophus_peruvianus","0",0
"Microlophus_quadrivittatus","0",0
"Microlophus_stolzmanni","1",0
"Microlophus_theresiae","0",0
"Microlophus_theresioides","1",0
"Microlophus_thoracicus","0",0
"Microlophus_tigris","1",0
"Mniarogekko_chahoua","1",1
"Mokopirirakau_cryptozoicus","0",1
"Mokopirirakau_granulatus","1",1
"Mokopirirakau_kahutarae","0",1
"Mokopirirakau_nebulosus","1",1
"Moloch_horridus","0",0
"Morethia_adelaidensis","0",0
"Morethia_butleri","0",0
"Morethia_ruficauda","0",0
"Morunasaurus_annularis","0",0
"Nactus_acutus","0",0
"Nactus_cheverti","0",0
"Nactus_eboracensis","0",0
"Nactus_galgajuga","0",0
"Nactus_multicarinatus","1",0
"Nactus_pelagicus","1",0
"Nactus_vankampeni","0",0
"Nadzikambia_mlanjensis","1",0
"Namazonurus_campbelli","0",0
"Namazonurus_lawrenci","0",0
"Namazonurus_namaquensis","0",0
"Namazonurus_peersi","0",0
"Namazonurus_pustulatus","0",0
"Nannoscincus_garrulus","0",0
"Narudasia_festiva","0",0
"Naultinus_elegans","1",1
"Naultinus_gemmeus","1",1
"Naultinus_grayii","1",1
"Naultinus_manukanus","1",1
"Naultinus_rudis","1",1
"Naultinus_stellatus","1",1
"Naultinus_tuberculatus","1",1
"Nebulifera_robusta","1",1
"Nephrurus_amyae","0",0
"Nephrurus_asper","0",0
"Nephrurus_deleani","0",0
"Nephrurus_laevissimus","0",0
"Nephrurus_levis","0",0
"Nephrurus_sheai","0",0
"Nephrurus_stellatus","0",0
"Nephrurus_vertebralis","0",0
"Nephrurus_wheeleri","0",0
"Neusticurus_bicarinatus","0",0
"Neusticurus_rudis","0",0
"Ninurta_coeruleopunctatus","0",0
"Notomabuya_frenata","1",0
"Notoscincus_ornatus","0",0
"Nucras_lalandii","0",0
"Nucras_tessellata","0",0
"Oedodera_marmorata","1",1
"Oedura_castelnaui","1",1
"Oedura_coggeri","1",1
"Oedura_filicipoda","0",1
"Oedura_gemmata","0",1
"Oedura_gracilis","0",1
"Oedura_marmorata","1",1
"Oedura_monilis","1",1
"Oedura_tryoni","1",1
"Oligosoma_acrinasum","0",0
"Oligosoma_aeneum","0",0
"Oligosoma_alani","0",0
"Oligosoma_chloronoton","0",0
"Oligosoma_fallai","0",0
"Oligosoma_grande","0",0
"Oligosoma_hardyi","0",0
"Oligosoma_homalonotum","1",0
"Oligosoma_inconspicuum","1",0
"Oligosoma_infrapunctatum","0",0
"Oligosoma_levidensum","0",0
"Oligosoma_lichenigera","0",0
"Oligosoma_lineoocellatum","0",0
"Oligosoma_longipes","0",0
"Oligosoma_maccanni","1",0
"Oligosoma_macgregori","0",0
"Oligosoma_microlepis","0",0
"Oligosoma_moco","1",0
"Oligosoma_nigriplantare","1",0
"Oligosoma_notosaurus","1",0
"Oligosoma_oliveri","0",0
"Oligosoma_ornatum","0",0
"Oligosoma_otagense","0",0
"Oligosoma_pikitanga","0",0
"Oligosoma_smithi","0",0
"Oligosoma_stenotis","0",0
"Oligosoma_striatum","1",0
"Oligosoma_suteri","0",0
"Oligosoma_taumakae","0",0
"Oligosoma_townsi","0",0
"Oligosoma_waimatense","0",0
"Oligosoma_whitakeri","0",0
"Oligosoma_zelandicum","0",0
"Omanosaura_cyanura","0",0
"Omanosaura_jayakari","1",0
"Ophisops_elegans","0",0
"Ophisops_occidentalis","0",0
"Oplurus_cuvieri","1",0
"Oplurus_cyclurus","1",0
"Oplurus_fierinensis","0",0
"Oplurus_grandidieri","0",0
"Oplurus_quadrimaculatus","0",0
"Oplurus_saxicola","0",0
"Orraya_occultus","0",0
"Otocryptis_wiegmanni","0",0
"Ouroborus_cataphractus","0",0
"Pachydactylus_affinis","0",1
"Pachydactylus_austeni","0",1
"Pachydactylus_barnardi","0",1
"Pachydactylus_bicolor","0",1
"Pachydactylus_capensis","1",1
"Pachydactylus_caraculicus","0",1
"Pachydactylus_carinatus","0",1
"Pachydactylus_fasciatus","0",1
"Pachydactylus_formosus","0",1
"Pachydactylus_gaiasensis","0",1
"Pachydactylus_geitje","0",1
"Pachydactylus_griffini","0",1
"Pachydactylus_haackei","0",1
"Pachydactylus_kladaroderma","0",1
"Pachydactylus_labialis","0",1
"Pachydactylus_laevigatus","1",1
"Pachydactylus_maculatus","0",1
"Pachydactylus_mariquensis","0",1
"Pachydactylus_mclachlani","0",1
"Pachydactylus_monicae","0",1
"Pachydactylus_montanus","0",1
"Pachydactylus_namaquensis","0",1
"Pachydactylus_oculatus","0",1
"Pachydactylus_oreophilus","0",1
"Pachydactylus_oshaughnessyi","0",1
"Pachydactylus_parascutatus","0",1
"Pachydactylus_punctatus","0",1
"Pachydactylus_purcelli","0",1
"Pachydactylus_rangei","0",0
"Pachydactylus_reconditus","0",1
"Pachydactylus_robertsi","0",1
"Pachydactylus_rugosus","1",1
"Pachydactylus_sansteynae","0",1
"Pachydactylus_scherzi","0",1
"Pachydactylus_scutatus","0",1
"Pachydactylus_serval","0",1
"Pachydactylus_tigrinus","0",1
"Pachydactylus_tsodiloensis","0",1
"Pachydactylus_vansoni","0",1
"Pachydactylus_vanzyli","0",1
"Pachydactylus_waterbergensis","0",1
"Pachydactylus_weberi","0",1
"Palleon_lolontany","0",0
"Palleon_nasus","1",0
"Pamelaescincus_gardineri","0",0
"Panaspis_annobonensis","0",0
"Panaspis_breviceps","0",0
"Panaspis_togoensis","0",0
"Panaspis_wahlbergi","0",0
"Paniegekko_madjo","1",1
"Panopa_carvalhoi","1",0
"Panopa_croizati","0",0
"Papuascincus_stanleyanus","0",0
"Paragehyra_gabriellae","0",1
"Paralaudakia_caucasia","0",0
"Paralaudakia_erythrogaster","0",0
"Paralaudakia_himalayana","0",0
"Paralaudakia_lehmanni","1",0
"Paralaudakia_microlepis","1",0
"Paroedura_androyensis","0",1
"Paroedura_bastardi","1",1
"Paroedura_gracilis","1",1
"Paroedura_homalorhina","0",1
"Paroedura_karstophila","0",1
"Paroedura_lohatsara","1",1
"Paroedura_masobe","1",1
"Paroedura_oviceps","1",1
"Paroedura_picta","0",1
"Paroedura_sanctijohannis","0",1
"Paroedura_stumpffi","1",1
"Paroedura_tanjaka","0",1
"Paroedura_vazimba","1",1
"Parvilacerta_fraasii","0",0
"Parvilacerta_parva","0",0
"Parvoscincus_beyeri","0",0
"Parvoscincus_decipiens","0",0
"Parvoscincus_kitangladensis","0",0
"Parvoscincus_leucospilos","0",0
"Parvoscincus_steerei","0",0
"Parvoscincus_tagapayo","0",0
"Pedioplanis_breviceps","0",0
"Pedioplanis_burchelli","0",0
"Pedioplanis_gaerdesi","0",0
"Pedioplanis_husabensis","0",0
"Pedioplanis_inornata","0",0
"Pedioplanis_laticeps","0",0
"Pedioplanis_lineoocellata","0",0
"Pedioplanis_namaquensis","0",0
"Pedioplanis_rubens","0",0
"Pedioplanis_undata","0",0
"Perochirus_ateles","1",1
"Petracola_ventrimaculatus","0",0
"Petrosaurus_mearnsi","0",0
"Petrosaurus_repens","0",0
"Petrosaurus_thalassinus","0",0
"Phasmasaurus_maruia","0",0
"Phasmasaurus_tillieri","1",0
"Phelsuma_abbotti","1",1
"Phelsuma_andamanense","1",1
"Phelsuma_antanosy","1",1
"Phelsuma_astriata","1",1
"Phelsuma_barbouri","0",1
"Phelsuma_berghofi","1",1
"Phelsuma_borbonica","1",1
"Phelsuma_breviceps","1",1
"Phelsuma_cepediana","1",1
"Phelsuma_comorensis","1",1
"Phelsuma_dubia","1",1
"Phelsuma_edwardnewtoni","1",1
"Phelsuma_flavigularis","1",1
"Phelsuma_gigas","0",1
"Phelsuma_guentheri","1",1
"Phelsuma_guimbeaui","1",1
"Phelsuma_guttata","1",1
"Phelsuma_hielscheri","1",1
"Phelsuma_inexpectata","1",1
"Phelsuma_kely","1",1
"Phelsuma_klemmeri","1",1
"Phelsuma_laticauda","1",1
"Phelsuma_lineata","1",1
"Phelsuma_madagascariensis","1",1
"Phelsuma_malamakibo","0",1
"Phelsuma_modesta","1",1
"Phelsuma_mutabilis","1",1
"Phelsuma_nigristriata","1",1
"Phelsuma_ornata","1",1
"Phelsuma_parkeri","1",1
"Phelsuma_pronki","1",1
"Phelsuma_pusilla","1",1
"Phelsuma_quadriocellata","1",1
"Phelsuma_ravenala","1",1
"Phelsuma_robertmertensi","1",1
